Gene	Flowers	IL	ML	Stem	Root
CRO_T137688	33.25	17.87	15.59	20.86	15.67
CRO_T137689	13.53	3.37	8.53	3.23	7.9
CRO_T137690	2.35	1.62	3	0.82	1.86
CRO_T137691	524.61	328.17	307.99	469.86	703.73
CRO_T137694	17.61	16.77	12.63	24.76	15.6
CRO_T137695	27.9	24.19	19.7	35.61	29.34
CRO_T137696	3.92	0.15	0.3	0.16	0.36
CRO_T137697	41.5	18.91	15.15	27.97	22.51
CRO_T137698	0.23	0.66	0.23	0.63	0.2
CRO_T137699	30.73	22.87	35.25	27.36	41.69
CRO_T137701	0.05	33.59	0.22	0.27	0.05
CRO_T137702	0.28	2.81	0.27	1.42	2.69
CRO_T137703	21.85	21.45	19.43	57.12	53.56
CRO_T137704	9.28	3.23	9.09	5.25	5.27
CRO_T137706	22.32	20.07	20.03	20.92	23.95
CRO_T137707	0.85	5.19	1.29	2.64	6.55
CRO_T137708	18.34	16.21	23.01	30.57	13.35
CRO_T137709	29.43	17.83	17.59	30.99	26.29
CRO_T137710	4.19	1.48	0.8	0.53	0.95
CRO_T137711	20.28	85.36	94.02	1.38	22.26
CRO_T137712	15.13	38.2	7.65	8.4	15.75
CRO_T137713	19.8	39.4	27.62	20.34	63.84
CRO_T137714	55.1	19.05	22.83	47.21	47.28
CRO_T137715	46.96	28.78	29.72	31.12	35.48
CRO_T137716	10.27	3.08	0.43	0.25	3.07
CRO_T137717	19.2	17.97	14.16	18.57	18.93
CRO_T137718	5.92	8.37	5.61	18.02	6.07
CRO_T137719	2.57	7.75	9.28	2.18	2.91
CRO_T137720	4.02	8.43	12.21	3.42	4.74
CRO_T137721	78.91	212.09	217.54	78.04	56.06
CRO_T137723	66.64	55.23	61.8	99.67	68.7
CRO_T137724	25.65	22.71	19.22	33.16	24.62
CRO_T137726	232.5	62.97	90.15	113.94	103.31
CRO_T137727	55.52	26.05	23.5	40.31	41.41
CRO_T137728	2.03	3.08	1.73	4.71	4.23
CRO_T137729	23.21	40.37	22.31	11.59	36.62
CRO_T137730	78.06	126.29	152.32	65.3	125.55
CRO_T137731	7.78	14.45	12.56	4.37	6.62
CRO_T137732	14.98	13.17	8.15	7	16.02
CRO_T137733	12.23	16.28	8.61	17.13	13.91
CRO_T137734	0.14	0.7	0.76	1.98	1.57
CRO_T137735	272.05	156.13	150.54	433.76	425.39
CRO_T137736	0.77	6.64	1.41	2.41	4.44
CRO_T137737	317.22	478.56	347.93	520.87	524.33
CRO_T137738	232.3	144.87	109.16	168.09	211.28
CRO_T137739	12.62	44.2	9.45	11.68	11.66
CRO_T137740	27.27	19.54	17.01	17.24	18.24
CRO_T137741	26.11	16.83	23.24	24.05	25.33
CRO_T137742	20.07	8.37	7.54	14.8	17.54
CRO_T137743	10.06	37.97	74.44	2.99	9.39
CRO_T137744	168.28	68.29	64.96	243.09	170.73
CRO_T137745	199.02	75.16	88.68	2.21	31.99
CRO_T137746	24.34	0.97	1.08	0.18	0.84
CRO_T137747	80.49	45.62	41.88	70.93	57.86
CRO_T137748	9.44	14.8	12.98	9.3	8.28
CRO_T137749	11.96	15.42	11.1	17	11.69
CRO_T137750	2.87	3.45	2.76	3.12	3.5
CRO_T137751	17.75	7.75	8.09	15.56	17.45
CRO_T137752	50.13	342.36	216.14	43.08	59.16
CRO_T137753	383.35	546.56	289.78	598.37	428.31
CRO_T137754	23.37	19.48	82.25	9.3	638.96
CRO_T137756	12.02	14.59	9.39	10.31	8.42
CRO_T137757	80.58	22.9	19.9	34.65	29.12
CRO_T137758	71.06	138.5	123.1	122.53	96.72
CRO_T137759	88.1	83.96	65.4	94.59	103.97
CRO_T137760	0.36	0.83	0.63	0.13	0.77
CRO_T137761	13.39	82.98	92.05	3.09	16.49
CRO_T137762	63.86	54.56	46.89	76.37	44.51
CRO_T137763	14.39	0.61	0.23	2.38	2.94
CRO_T137764	198.42	10.22	10.41	56.9	30.09
CRO_T137765	129.03	86.81	77.55	96.84	112.16
CRO_T137767	40.22	44.17	37.27	60.98	38.31
CRO_T137768	6.73	2.51	2.12	4.85	2.08
CRO_T137769	26.44	11.32	9.46	14.64	10.59
CRO_T137771	40.05	21.33	22.77	38.27	43.31
CRO_T137772	3.19	4.66	3.73	5.86	5.41
CRO_T137773	3.38	41.78	39	0.61	9.51
CRO_T137774	39.03	33.76	25.66	50.99	39.52
CRO_T137775	228.81	156.8	157.43	203.42	240.44
CRO_T137776	13.08	18.81	11.99	12.45	11.63
CRO_T137777	78.69	196.8	258.29	47.02	99.49
CRO_T137778	23.04	29.6	31.83	6.08	16.16
CRO_T137779	471.54	10.37	8.14	23.26	10.43
CRO_T137780	12.75	0.84	0.12	3.2	0.46
CRO_T137781	6.71	6.33	5.95	12.1	11.52
CRO_T137783	0.75	1.72	1.29	0.65	0.88
CRO_T137784	127.66	98.35	88.07	111.07	99.58
CRO_T137785	54.5	30.74	27.91	41.12	50.81
CRO_T137786	309.56	136.67	116.88	33.28	159.44
CRO_T137787	46.08	9.04	8.97	549.89	44.57
CRO_T137789	16.1	11.01	8.32	19.77	13.7
CRO_T137790	33.61	15.03	15.64	34.16	22.23
CRO_T137791	15.23	7.31	6.3	25	21.54
CRO_T137792	48.12	46.89	42.78	41.78	57.87
CRO_T137793	14.76	41.01	31.98	9.03	22.5
CRO_T137794	47.81	77.84	69.87	1.28	38.76
CRO_T137796	142.4	54.06	55.27	0.83	20.33
CRO_T137797	44.83	53.87	72.78	97.05	107.88
CRO_T137798	0.92	0.59	0.97	2.44	0.94
CRO_T137799	4.78	29.58	32.49	3.95	9.23
CRO_T137800	2.93	3.56	6.93	2.55	6.38
CRO_T137801	0	1.61	7.88	0	1.49
CRO_T137802	33.98	24.58	14.49	28.42	29.69
CRO_T137803	8.98	12.54	7.15	20.56	16.99
CRO_T137804	19.8	17.01	16.61	22.78	20.1
CRO_T137805	181.45	462	275.36	709.75	498.61
CRO_T137806	83.72	6.75	3.57	21.83	10.47
CRO_T137807	430.01	667.12	384.51	522.54	1362.69
CRO_T137808	32.06	62.46	34.93	26.83	82.77
CRO_T137810	4.85	4.57	6.83	3.25	15.33
CRO_T137811	13.49	35.11	30.65	17.3	31.58
CRO_T137812	2.72	0.83	0.23	1.53	2.44
CRO_T137813	0.26	3.29	0.95	0.4	1.52
CRO_T137814	128.22	128.64	116.9	176.84	154.41
CRO_T137815	8.63	23.85	19.01	9.64	14.52
CRO_T137816	49.78	0.33	0.38	1.17	0.13
CRO_T137817	83.66	0.44	0.27	11.39	0.26
CRO_T137818	0	0	0	24.41	0
CRO_T137819	2.89	1.21	1.6	16.83	2.9
CRO_T137820	28.86	74.01	64.25	42.44	97.08
CRO_T137821	391.17	210.53	282.9	374.29	453.94
CRO_T137822	515.2	284.5	312.91	443.25	449.41
CRO_T137823	15.05	15.87	10.4	15.36	15.1
CRO_T137824	1.54	1.95	0.94	19.24	1.61
CRO_T137825	7.99	9.86	4.7	34.74	56.64
CRO_T137826	360.18	159.49	162.91	226.95	279.54
CRO_T137827	0	0	0.42	1.93	0.83
CRO_T137828	34.81	16.64	17.62	29.58	32.76
CRO_T137829	20.52	8.05	7.89	20.41	14.29
CRO_T137830	31.36	24.01	20.24	35.15	40.55
CRO_T137831	0.66	0.67	0.59	0.64	0.57
CRO_T137832	133.96	85.93	90.87	109.19	128.45
CRO_T137833	195.14	2.66	2.38	4.06	6.63
CRO_T137835	9.13	11.77	9.48	19.42	13.14
CRO_T137836	353.24	192.93	183.97	197.11	292.05
CRO_T137837	83.04	121.99	179.36	75.2	86.18
CRO_T137838	8.41	10.2	5.85	2.02	9
CRO_T137839	145.98	155.65	164.28	260.9	258.04
CRO_T137840	25.03	34.06	31.3	53.9	31.94
CRO_T137841	5.28	9.85	9.18	7.03	9.58
CRO_T137842	40.71	21.51	25.74	54.27	46.32
CRO_T137843	14.99	20.95	19.45	9.05	14.39
CRO_T137844	69.17	0.21	0.22	0	0.23
CRO_T137845	0.54	1.4	1.18	2.39	1.34
CRO_T137846	2.93	7.41	8.65	4.02	4.07
CRO_T137847	28.66	27.72	16.03	41.85	35.55
CRO_T137848	14.28	24.66	18.86	36.8	32.05
CRO_T137849	5.87	7.66	5.69	64.86	40.71
CRO_T137850	0.95	3.13	1.58	2.63	2.17
CRO_T137851	0.94	2.79	0.51	0.49	1.82
CRO_T137852	18.18	7.5	6.05	40.52	32.62
CRO_T137853	14.51	2.54	2.27	3.87	2.24
CRO_T137854	46.97	23.1	27.2	34.31	31.95
CRO_T137855	26.32	52.92	61.38	31.49	32.41
CRO_T137856	11.72	27.49	22.71	20.36	21.42
CRO_T137859	96.35	66.24	57.4	111.86	74.56
CRO_T137860	1.45	9.51	10.74	9.8	15.53
CRO_T137861	0.19	1.71	1.11	1.39	3.87
CRO_T137862	36.24	35.03	40.48	10.69	6.37
CRO_T137863	2.07	0.34	0.65	0.51	0.96
CRO_T137864	33.2	10.82	11.61	38.27	78.88
CRO_T137865	5.99	2.47	2.76	5.9	10.03
CRO_T137866	78.21	43.25	39.96	57.44	67.17
CRO_T137867	44.22	10.87	5.15	79.88	40.28
CRO_T137868	33.47	84.76	81.89	112.52	52.95
CRO_T137869	0.42	2.91	0.29	1.72	3.04
CRO_T137870	190.49	135.98	143.87	166.57	253
CRO_T137871	20.44	20.02	19.28	35.79	46.84
CRO_T137872	28.29	16.33	16.3	24.27	26.96
CRO_T137873	18.22	5.89	8.49	25.08	26.4
CRO_T137874	17.05	12.69	7.75	16.76	16.35
CRO_T137875	21.91	31.39	24.5	14.23	17.59
CRO_T137877	19.08	30.9	54.73	10.92	14.54
CRO_T137878	35.68	7.73	7.41	24.67	24.05
CRO_T137879	5.32	8.78	7.75	38.97	27.91
CRO_T137880	78.26	56.26	30.82	79.2	101
CRO_T137881	11.07	6.17	6.4	11.77	28.73
CRO_T137882	21.04	43.4	14.68	45.52	39.46
CRO_T137883	0.48	0.31	0	56.52	0
CRO_T137884	47.69	261	219.26	28.99	67.37
CRO_T137885	96.62	90.13	45.53	129.65	93.2
CRO_T137886	66.72	23.11	30.61	89.07	49.5
CRO_T137887	0.43	0.51	0.21	1.86	0.78
CRO_T137888	24.65	20.69	22.07	115.05	13.3
CRO_T137889	11.08	5.74	16.89	77.58	1.72
CRO_T137890	183.3	43.43	46.99	204.83	102.09
CRO_T137892	24.12	10.38	9.51	16.84	19.92
CRO_T137893	14.77	6.88	6.56	8.79	10.82
CRO_T137895	1.17	1.19	0.65	0.67	1.01
CRO_T137896	40.53	31.36	29.93	38.41	38.89
CRO_T137897	31.4	22.43	15.19	52.81	30
CRO_T137898	12.32	15.37	6.93	22.34	21.47
CRO_T137900	74.57	24.48	29.32	23.89	32.45
CRO_T137901	3.82	0.26	0.28	0.26	0.17
CRO_T137902	3.03	1.99	2.63	0.52	0.36
CRO_T137903	37.08	17.24	18.93	5.55	3.61
CRO_T137904	1.27	2.74	1.98	57.69	2.8
CRO_T137905	16.46	24.55	18.27	18.97	27.87
CRO_T137906	92.25	66.8	97.6	244.1	391.25
CRO_T137907	0.12	0.38	0	0.26	0.13
CRO_T137908	36.47	348.35	310.22	13.98	33.25
CRO_T137909	1.51	26.23	23.07	6.04	5.66
CRO_T137910	39.28	28.6	23.64	46.54	59.63
CRO_T137911	20.8	80.22	103.11	2.53	30.34
CRO_T137912	49.54	65.71	23.42	129.57	62.09
CRO_T137913	149.06	140.12	112.42	130.55	133.57
CRO_T137915	156.59	69.4	72.81	207.9	243.73
CRO_T137916	20.75	15.6	15.37	35.16	24.47
CRO_T137917	0.05	0.05	0	0	4.74
CRO_T137918	25.94	21.46	17.82	28.21	17.25
CRO_T137919	10.43	7.15	12.15	13.7	10.02
CRO_T137920	19.26	49.79	64.8	12.22	25.94
CRO_T137921	137.86	2631.78	3909.76	1.85	16.99
CRO_T137922	17.61	13.43	23.22	10.43	11.28
CRO_T137923	8.72	5.91	5.4	15.34	10.82
CRO_T137924	15.57	17.33	15.34	40.66	33.57
CRO_T137925	52.37	37.41	31.08	38.62	48.82
CRO_T137926	18.58	16.46	8.62	28.79	15.56
CRO_T137927	40.43	5.27	6.73	7.89	6.15
CRO_T137929	116.21	69.98	77.91	155.26	126.02
CRO_T137930	25.09	23.88	17.55	13.61	23.51
CRO_T137931	256.87	1764.58	888.47	52.87	180.27
CRO_T137932	93.88	95.76	139.31	49.35	53.19
CRO_T137933	1710.08	0	1.63	1.91	2.22
CRO_T137935	781.97	1067.25	1322.43	1408.39	1989.06
CRO_T137936	191.54	158.95	113.69	224.62	195.96
CRO_T137937	50.06	51.18	57.11	72.68	92.13
CRO_T137938	3.04	1.41	1.29	1.2	0.59
CRO_T137939	5.7	95.12	120.73	0.34	6.64
CRO_T137940	12.19	30.37	14.73	6.02	9.31
CRO_T137941	842.93	451.25	631	516.9	454.19
CRO_T137942	16.45	13.13	12.71	24.04	20.6
CRO_T137943	5.7	10.45	7.2	13.79	10.31
CRO_T137944	6.26	9.48	11.56	36.02	5.37
CRO_T137948	1.01	3.1	3.82	2.34	1.84
CRO_T137949	2.33	8.11	5.96	1.32	2.66
CRO_T137950	2.38	4.88	5.77	2.52	5.65
CRO_T137951	9.04	11.39	10.89	10.1	12.87
CRO_T137952	0.35	1.5	0.34	0.39	2.2
CRO_T137953	1.1	0.31	0.21	0.14	0.69
CRO_T137954	1.32	0.44	0.12	0.21	0.91
CRO_T137955	14.43	20.07	13.76	12.34	12.34
CRO_T137956	19.85	22.48	18.96	16.55	21.89
CRO_T137957	41.02	39.35	42.49	49.73	53.68
CRO_T137958	35.67	33.63	25.76	65.94	44.78
CRO_T137959	17.94	69.12	184.86	36.02	14.25
CRO_T137960	57.98	45.97	27.92	53.5	51.01
CRO_T137961	12.2	10.05	8.42	13.11	12.37
CRO_T137962	11.03	10.38	7.39	11.94	10.37
CRO_T137963	1.44	1.23	1.35	2.72	4.79
CRO_T137965	0.62	4.12	0.91	0.55	2.59
CRO_T137966	32.16	32.3	25.17	41.16	40.65
CRO_T137967	65.76	26.11	22.4	7.26	158.97
CRO_T137968	2.66	26.01	7	49.41	44.1
CRO_T137969	25.1	12.01	11.88	20.93	9.25
CRO_T137970	109.16	87.29	90.7	117.7	104.89
CRO_T137971	22.68	21.96	17.71	29.48	24.65
CRO_T137972	10.21	6.63	5.64	7.19	7.84
CRO_T137973	4.74	1.77	4.39	2.99	5.1
CRO_T137974	78.1	41.56	35.82	61.21	56.39
CRO_T137975	26.64	0.36	0.29	0.06	0.39
CRO_T137976	13.46	12.79	9.88	34.71	33.59
CRO_T137977	74.21	59.38	64.1	84.76	86.41
CRO_T137978	36.86	3.83	7.52	38.03	6.21
CRO_T137979	121.55	94.22	88.92	19.23	41.07
CRO_T137980	3.2	9.04	8.98	3.97	18.24
CRO_T137981	219.32	147.6	89.39	152.98	192.69
CRO_T137982	5.28	3.31	2.36	4.78	8.85
CRO_T137983	64.5	46.69	40.92	41.3	39.46
CRO_T137984	28.13	25.28	20.05	49.84	42.57
CRO_T137986	74.21	30.28	34.05	43.08	38.16
CRO_T137987	14.84	1.83	1.58	12.17	5.04
CRO_T137988	39.3	39.31	45.54	37.89	58.2
CRO_T137989	60.06	28.72	24.72	45.88	37.13
CRO_T137990	228.97	23.84	22.81	26.19	40.31
CRO_T137991	186.2	45.24	57.41	96.63	113.24
CRO_T137992	5.45	13.25	14.9	9.93	17.06
CRO_T137993	90.28	100.99	101.68	97.95	123.93
CRO_T137994	138.93	66.71	77.94	141.54	163.58
CRO_T137995	27.49	40.86	13.38	5.99	20.68
CRO_T137996	17.1	29.57	18.83	35.06	55.63
CRO_T137997	208.14	77.31	74.79	296.3	183.97
CRO_T137998	7.05	16.84	8.54	20.94	17.92
CRO_T137999	4.26	1.18	0.92	2.01	1.26
CRO_T138000	4.42	8.73	6.98	8.24	4.65
CRO_T138001	2.61	1.42	1.4	0.62	0.84
CRO_T138002	48.26	47.82	37.41	33.84	34.2
CRO_T138003	39.98	57.71	71.01	97.26	68.2
CRO_T138004	23.31	24.92	19.78	23.12	26.62
CRO_T138005	73.96	3.32	4.14	27.67	6.77
CRO_T138006	97.62	28.63	25.71	94.94	56.55
CRO_T138007	9.76	4.03	2.39	4.39	3.55
CRO_T138008	55.24	81.32	50.92	66	52.41
CRO_T138009	42.52	62.55	48.9	50.93	56.82
CRO_T138010	14.79	12.87	21.1	17.92	21.74
CRO_T138011	1.63	2.49	0.56	0.85	0.9
CRO_T138012	41.88	43.81	42.35	45.14	44.11
CRO_T138013	24.94	37.69	22.11	31.98	17.01
CRO_T138014	16.93	14.79	11.83	19.4	16.85
CRO_T138015	17.24	15.01	11.49	19.2	14.28
CRO_T138017	63.41	39.88	39.57	57.85	61.96
CRO_T138019	0.82	0.83	0.96	1.03	2.98
CRO_T138020	0.17	0	0.22	1.08	0.19
CRO_T138021	0.69	0.86	0.1	0.39	0.36
CRO_T138024	0.53	0.84	0.32	0.33	0.21
CRO_T138025	0	0	0	0	0
CRO_T138026	2.03	1.37	4.03	1.07	50.56
CRO_T138027	6.49	18.15	13.87	12.41	9.38
CRO_T138029	0.17	0.32	0.54	0.83	0.82
CRO_T138030	1.22	1.55	0.58	0.4	0.71
CRO_T138031	0.11	0.3	0.56	0.41	0.46
CRO_T138032	0.45	1.29	1.48	0.41	0.14
CRO_T138033	0.34	0.52	0.22	0.4	0.45
CRO_T138034	0.38	0.13	0.13	0	0
CRO_T138035	0.7	0.08	0.19	0	0
CRO_T138037	0	0.42	0	0	0.74
CRO_T138038	94.27	62.71	67.46	160.51	122.8
CRO_T138039	3.93	3.24	4.96	2.45	1.99
CRO_T138041	1.85	0.83	2.35	4.34	4.04
CRO_T138042	0	0	0	0	0
CRO_T138043	0.11	1.62	0.15	1.46	0.27
CRO_T138045	9.53	10.47	8.29	30.05	42.82
CRO_T138046	0	0	0.05	0.08	0.05
CRO_T138047	10.89	4.74	6.26	5.04	7.29
CRO_T138048	0.63	0.21	0.57	2.69	2.21
CRO_T138050	3.36	2.84	0.98	8.31	3.85
CRO_T138051	0.42	1.39	1.12	8.64	6.61
CRO_T138053	0	0	0	0.31	1
CRO_T138054	2.57	4.82	3.15	1.78	0.77
CRO_T138055	17.57	10.05	10.5	13.18	25.07
CRO_T138056	23.01	16.77	13.99	25.32	25.71
CRO_T138057	133.81	84.3	71.9	120.53	141.61
CRO_T138058	0.08	0.42	0.12	0.18	0.29
CRO_T138059	0	0	0	0.12	0.14
CRO_T138061	19.05	8	6.31	31.27	24.63
CRO_T138063	0	0.14	0	0	0
CRO_T138064	0.94	0.86	1.07	0	0.99
CRO_T138065	0.08	0	0	0	0
CRO_T138066	6.91	6.4	2.03	7.64	3.23
CRO_T138067	2.22	1.8	1.08	0.34	1.06
CRO_T138068	0.17	1.27	0.14	0.32	0.21
CRO_T138069	7.33	9.66	8.21	11.23	12.18
CRO_T138070	5.07	8.13	5.61	9.79	8.98
CRO_T138071	6.19	11.24	8.27	13.91	9.64
CRO_T138072	27.99	34.28	26.98	40.57	40.44
CRO_T138073	0	0	0	0	0.32
CRO_T138074	1.41	0.74	0.17	2.41	0.21
CRO_T138075	14.23	12.24	9.59	16.59	12.95
CRO_T138077	0	0	0	0	0
CRO_T138078	0.13	0.13	0	0.31	0.29
CRO_T138079	8.11	10.15	7.22	15.58	13.34
CRO_T138081	55.9	42.84	36.25	45.43	50.21
CRO_T138084	0	0	0	0	0
CRO_T138085	0.18	0.21	0.13	0.26	0.3
CRO_T138086	28.17	23.21	19.35	33.95	32.69
CRO_T138088	2.17	8.59	7.04	3.41	6.14
CRO_T138089	0	0	0	0.31	0.26
CRO_T138090	0	0	0	0.41	0
CRO_T138091	112.53	34.72	25.78	353.98	290.25
CRO_T138092	0.49	0.41	0.47	0.89	0.67
CRO_T138093	0.62	1.58	0.53	0.68	0.69
CRO_T138094	0.33	0.57	0.52	0.2	0.53
CRO_T138096	917.45	1167.01	1278.8	1727.71	1797.64
CRO_T138097	0	0	0	0.31	0.28
CRO_T138098	27.24	45.7	52.04	58.24	36.5
CRO_T138099	36.52	58.08	56.82	61.44	43.7
CRO_T138100	0.43	1.25	0.6	0.75	1.3
CRO_T138101	0	0.22	0	0	0.48
CRO_T138102	5.72	2.59	12.8	3.78	8.01
CRO_T138103	15.67	35.35	20.13	21.52	16.91
CRO_T138104	3.79	5.43	1.96	4.65	1.61
CRO_T138105	0.31	0.2	0.1	0.18	0.21
CRO_T138106	10.61	16.81	9.91	16.47	11.06
CRO_T138108	0.46	0.63	0.28	0.1	0.28
CRO_T138109	1.63	3.51	0.35	20.89	12.4
CRO_T138110	0.75	2.02	0.55	0.34	1.13
CRO_T138111	4.92	0.73	0	11.51	1.12
CRO_T138112	4.3	0.92	0.89	2.06	3.59
CRO_T138113	0	0	0	0	0
CRO_T138114	0	0.07	0	0.15	0
CRO_T138115	0.12	0.29	0.3	0.61	0.5
CRO_T138116	5.83	3.55	2.3	1.48	15.83
CRO_T138117	0	0.13	0	0	0.13
CRO_T138118	1.72	7.25	1.84	2.35	5.39
CRO_T138119	0.71	0.6	0.57	0.52	0.62
CRO_T138120	0.1	0.33	0.12	0.12	0.12
CRO_T138121	39.39	41.52	31.03	46.14	51.67
CRO_T138122	0.9	1.05	1.35	0.5	0.94
CRO_T138123	15.17	26.3	56.27	7.75	4.58
CRO_T138124	42.91	49.59	75.27	49.98	48.57
CRO_T138125	0	0	0	0	0.5
CRO_T138126	4.09	1.82	2.71	3.76	3.08
CRO_T138127	1.19	0.96	0.58	0.7	0.8
CRO_T138128	1.56	0.07	0.54	0.58	3.82
CRO_T138129	0.63	1.17	0.79	0.72	0.23
CRO_T138130	17.14	13.33	11.19	19.22	22.2
CRO_T138131	2.15	3.4	0.61	3.81	4.03
CRO_T138132	6.59	8.53	6.79	9.76	11
CRO_T138133	11.92	9.33	10.58	5.2	14.54
CRO_T138134	3.64	1.81	2.06	4.27	1.67
CRO_T138135	0.37	0.13	0.14	0.42	0
CRO_T138136	30.56	28.77	23.72	30.02	34.23
CRO_T138137	0.68	0	0	0	0
CRO_T138138	4.28	4.48	1.78	2.59	1.85
CRO_T138139	1.28	0	0.17	0	0
CRO_T138141	0.04	0.11	0.05	0.08	0.32
CRO_T138143	56.26	47.9	43.89	54.56	44.36
CRO_T138144	0	0.22	0.23	0.25	0
CRO_T138145	108.62	53.69	39.96	170.37	76.94
CRO_T138146	0.92	0.13	0	0.85	1.75
CRO_T138147	0.4	0.16	0.57	1.06	0.67
CRO_T138149	1.09	1.96	3.32	0.75	0.56
CRO_T138150	68.68	173.3	141.86	91.78	73.8
CRO_T138151	0.05	0.14	0.11	0	0.2
CRO_T138152	0.09	0.09	0.11	0.33	0
CRO_T138153	2.09	1.28	1.53	1.55	1.94
CRO_T138154	4.08	4.97	1.75	4.01	3.26
CRO_T138156	1.57	1.38	2.12	2.86	0.94
CRO_T138157	2.14	3.49	1.78	2.63	2.19
CRO_T138158	0.98	0.73	0.61	1.49	0.76
CRO_T138159	0	0.15	0	0.18	0.06
CRO_T138160	0	0.83	0	0.45	0
CRO_T138161	0.43	0.79	0.32	0.27	0.29
CRO_T138162	0.59	0.4	0.36	1.44	0.71
CRO_T138163	0	0	0.05	0	0
CRO_T138164	0.06	0	0.22	0.36	0.22
CRO_T138165	42.79	14.14	12.23	22.43	27.67
CRO_T138166	12.33	89.02	100.12	5.85	13.69
CRO_T138167	0	0	0	0	0.41
CRO_T138168	0	0	0.39	0	0.39
CRO_T138169	3.97	67.07	106.33	5.84	14.87
CRO_T138170	0.59	0.08	0.36	0.16	0.1
CRO_T138172	27.52	28.41	19.82	36.62	31.01
CRO_T138173	149.59	1306.5	673.14	43.2	98.75
CRO_T138175	19.5	9.6	5.85	24.63	15.59
CRO_T138176	2.14	0	0.87	0.96	1.73
CRO_T138177	0.83	0.25	0.97	0.29	0.44
CRO_T138178	30.16	18.6	22.26	19.79	21.62
CRO_T138179	0.05	0.1	0.06	0.12	0.12
CRO_T138180	1	0.39	0.33	0.89	1.35
CRO_T138181	1.13	2.22	0.34	1.67	1.48
CRO_T138183	0.32	2.59	1.55	0.33	0.25
CRO_T138185	14.62	8	11.67	10.72	19.51
CRO_T138186	0.72	0	2.34	0.83	1.36
CRO_T138187	1.46	0.43	1.27	0.95	2.35
CRO_T138188	2.26	0.49	0.62	2.4	1.91
CRO_T138190	1.3	1.07	0.34	0	0.89
CRO_T138191	1.68	1.08	1.68	0.4	1.75
CRO_T138192	0.86	1.03	1.3	3.45	0.99
CRO_T138193	2.76	1.93	3.03	2.86	2.18
CRO_T138194	1.83	0	0.98	2.46	0.73
CRO_T138196	0	0	0	0.08	0
CRO_T138197	74.89	158.43	117.52	77.78	75.84
CRO_T138198	0.12	0	0.14	1.38	0.13
CRO_T138199	5.3	1.35	2.63	2.41	3.23
CRO_T138200	0.42	0.26	0.56	0.66	0.53
CRO_T138202	0.14	0	0	0	0
CRO_T138203	0	0.12	0.3	0	0
CRO_T138204	119.41	81.94	45.5	111.63	93.68
CRO_T138205	10.54	21.38	22.46	6.6	9.36
CRO_T138206	9.33	13.39	10.29	14.46	11.02
CRO_T138207	11.6	16.57	15.22	21.3	14.05
CRO_T138208	0	0	0	0	0.48
CRO_T138209	7.71	22.22	16.3	8.91	9.06
CRO_T138210	7.11	4.81	5.95	2.23	15.4
CRO_T138211	1.1	0.5	2.24	1.58	1.11
CRO_T138212	0.87	0.47	0.31	10.73	0.23
CRO_T138213	6.45	2.13	2.17	1.47	0.94
CRO_T138214	1.17	0	0	0.48	1.43
CRO_T138215	1.69	0.27	1.34	0.32	0.32
CRO_T138216	0	0.16	0	0.64	0.32
CRO_T138218	6.94	2.2	1.44	19.1	13.55
CRO_T138219	0	0.58	0	0.89	0.3
CRO_T138220	28.32	20.88	19.32	23.02	23.69
CRO_T138221	0	0.58	0	0	0.81
CRO_T138222	0.12	0	0.08	0.13	0.22
CRO_T138224	2.25	2.64	3.47	2.01	1.83
CRO_T138225	1.88	1.67	3.48	5.13	1.62
CRO_T138227	1.36	1.03	1.73	0.55	0.73
CRO_T138228	1.4	5.42	1.08	0	0.39
CRO_T138231	1.03	0.24	1.38	1.32	0.3
CRO_T138232	6.54	9.46	5.76	12.86	9.71
CRO_T138233	3.62	5.06	2.3	6.53	10.16
CRO_T138234	0.78	2	1.54	1.18	1.27
CRO_T138235	7.32	6.93	7.31	9.6	11.31
CRO_T138240	11.32	4.23	3.47	5.61	4.19
CRO_T138241	1.05	0.77	2.26	0	0.83
CRO_T138242	0.2	0	0	0.43	0.26
CRO_T138243	0	0	0	0.1	0
CRO_T138244	0.16	0	0	0	0
CRO_T138245	0	0.23	0.8	0.73	0.91
CRO_T138246	0.39	1.68	3.28	3.1	2.22
CRO_T138247	0.12	0	0.14	0.27	0.15
CRO_T138249	0	0.48	0	0	0
CRO_T138250	0	0.71	0.94	0.2	0.91
CRO_T138251	64.97	60.9	36.86	109.1	76.38
CRO_T138253	0	0.61	0	0.4	0.49
CRO_T138255	0.52	1.47	1.12	1.23	0.64
CRO_T138256	3.25	11.75	5.31	0.37	5.04
CRO_T138260	0	0	0	0	0
CRO_T138261	0	0	0	0.32	0
CRO_T138262	5.8	8.08	3.06	1.4	0.89
CRO_T138263	8.41	8.97	10.61	3.82	3.35
CRO_T138264	15.07	16.58	19.77	3.89	6.35
CRO_T138265	0.71	0.36	0	0.39	1.4
CRO_T138267	4.42	2.25	5.04	4.37	3.42
CRO_T138268	0.48	0.7	0.54	0.27	0.83
CRO_T138269	0.22	0	0	0.53	0
CRO_T138271	0.64	0.78	0.31	0.5	0.29
CRO_T138272	1.54	3.9	1.55	3.73	2.25
CRO_T138274	1593.63	149.09	305.59	453.59	186.93
CRO_T138275	1.75	0	0	0.35	0
CRO_T138276	2.56	33.27	4.81	13	20.2
